HITId,directness,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,race_or_ethnicity,gender,religion,lgbtq,nationality,age,disability,class,none,abuse_level
2002,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1547,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1323,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
5292,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
1440,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2607,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
272,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5530,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2055,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4111,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2623,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2040,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4787,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
581,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
3917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2078,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
896,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
5478,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2348,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2070,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1580,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2560,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4217,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
5260,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
2468,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4926,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
80,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
2605,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5008,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1970,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4034,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4867,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2188,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2782,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5287,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5581,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1848,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1466,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2094,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3569,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2627,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
467,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
5464,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2982,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1091,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2245,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4998,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1767,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1194,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4989,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
4187,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2015,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
5395,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1597,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4653,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4424,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4909,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5084,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
52,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5301,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2432,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4002,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
254,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5415,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
666,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
3303,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1341,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1577,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1832,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
552,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
5519,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2930,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3229,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3230,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1343,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
33,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1287,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3264,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4041,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3269,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3661,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
5639,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2313,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3239,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
416,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3645,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3292,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2729,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3972,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3439,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5338,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2895,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3763,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2864,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
162,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
203,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4249,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
307,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5234,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3336,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5629,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2657,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2485,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1937,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1746,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
4227,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
5182,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2403,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3362,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2303,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2927,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2947,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2422,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4514,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4517,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3941,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2149,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2285,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2852,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4558,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1756,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5491,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
5403,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2710,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3497,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5184,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
4744,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
3377,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1346,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2950,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1041,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2917,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2934,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2114,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3058,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2352,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5385,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
4065,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
697,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
622,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4161,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
958,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2678,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3300,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3093,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1367,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1383,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
734,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4817,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2488,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
3410,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3864,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3053,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2114,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4346,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1215,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3704,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
408,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2488,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
2208,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2729,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2821,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4097,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1041,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4337,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2945,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2483,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2114,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5599,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2796,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1210,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1527,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
922,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2884,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4004,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
4684,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2268,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4077,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4202,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
4978,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3262,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1756,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1342,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
5167,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1400,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2235,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3042,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1488,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
668,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5521,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1823,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3025,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3381,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5079,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
331,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
634,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
652,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3451,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1719,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
306,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
929,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3272,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4973,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
424,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4146,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2905,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2671,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2972,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4197,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3046,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
515,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1251,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3320,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1214,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2348,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
4633,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
380,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
5497,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1099,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
690,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4377,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
814,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1730,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5434,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
437,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2049,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
3627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
867,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1260,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4013,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2692,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
859,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2302,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1646,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4337,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2194,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4271,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5137,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5473,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4769,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
746,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2404,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1255,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
3015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
185,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
2580,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2208,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
979,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1296,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2309,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1530,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
3194,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1527,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
638,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
182,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3752,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
579,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3972,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1438,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4921,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3051,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
3020,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2310,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
